location_no,listing_id,street,city,state,zipcode,latitude,longitude,is_location_exact
631,1984962,"East Union Street, ",Seattle,WA,98122,47.6128668,-122.2984791,t
632,9292039,"24th Avenue, ",Seattle,WA,98122,47.61560788,-122.301896,t
633,6661617,"25th Avenue, ",Seattle,WA,98122,47.6174257,-122.3009016,t
634,8848854,"24th Avenue, ",Seattle,WA,98122,47.60881884,-122.3007355,t
635,3251069,"East Pike Street, ",Seattle,WA,98122,47.61294386,-122.2985568,t
636,4111137,"26th Avenue, ",Seattle,WA,98122,47.61837466,-122.2977052,t
637,4760472,"23rd Avenue, ",Seattle,WA,98122,47.61027136,-122.3018688,t
638,8968925,"27th Ave, ",Seattle,WA,98122,47.61596816,-122.2982173,f
639,3293438,"24th Avenue, ",Seattle,WA,98122,47.60279528,-122.3016744,t
640,9210978,"Martin Luther King Junior Way, ",Seattle,WA,98122,47.60913636,-122.2951883,t
641,3319386,"34th Avenue East,",Seattle,WA,98112,47.61831634,-122.2900493,t
642,7717813,"East Denny Way, ",Seattle,WA,98122,47.61815492,-122.2875826,t
643,5578943,"31st Avenue, ",Seattle,WA,98122,47.61635682,-122.291336,t
644,7660932,"E Florence Ct,",Seattle,WA,98112,47.61356638,-122.2900576,f
645,4271221,"37th Avenue, ",Seattle,WA,98122,47.60926371,-122.2857323,t
646,6358605,"32nd Avenue, ",Seattle,WA,98122,47.61619938,-122.2911922,t
647,1439237,"34th Avenue, ",Seattle,WA,98122,47.60823705,-122.2900896,t
648,7775167,"Grand Avenue, ",Seattle,WA,98122,47.61316307,-122.2823255,t
649,7437784,"East Howell Street, ",Seattle,WA,98122,47.61708715,-122.2931394,t
650,9628972,"29th Avenue, ",Seattle,WA,98122,47.61043977,-122.2956121,t
651,8425013,"34th Avenue, ",Seattle,WA,98122,47.6150055,-122.2900015,t
652,6925807,"33rd Avenue, ",Seattle,WA,98122,47.61455596,-122.2901788,t
653,7400955,"30th Avenue, ",Seattle,WA,98122,47.61093922,-122.2940892,t
654,8174389,,Seattle,WA,98122,47.61093444,-122.2938206,f
655,6292452,"31st Avenue, ",Seattle,WA,98122,47.61096566,-122.2933271,t
656,9095668,"30th Avenue, ",Seattle,WA,98122,47.60865741,-122.2948638,t
657,413733,"29th Ave, ",Seattle,WA,98122,47.60907002,-122.2961326,t
658,8783900,"East Pike Street, ",Seattle,WA,98122,47.61495757,-122.2891259,t
659,639130,"33rd Ave, ",Seattle,WA,98122,47.60974857,-122.2901086,t
660,2484067,"East Howell Street, ",Seattle,WA,98122,47.61632845,-122.2954818,t
661,3533112,"Martin Luther King Junior Way, ",Seattle,WA,98122,47.61028148,-122.2957444,t
662,2249292,"32nd Avenue, ",Seattle,WA,98122,47.60814372,-122.2919629,t
663,7838294,"East Pine Street, ",Seattle,WA,98122,47.61498154,-122.2835697,t
664,6133354,"Martin Luther King Junior Way East,",Seattle,WA,98112,47.61853609,-122.2957238,t
665,7987836,"34th Avenue, ",Seattle,WA,98122,47.61251153,-122.2899442,t
666,9910025,"29th Avenue, ",Seattle,WA,98122,47.61121662,-122.2960782,t
667,7364024,"30th Avenue, ",Seattle,WA,98122,47.61601739,-122.2926619,t
668,9362082,"31st Avenue, ",Seattle,WA,98122,47.6101887,-122.2921704,f
669,8847108,"East Spring Street, ",Seattle,WA,98122,47.61152475,-122.2888187,t
670,7462428,"32nd Avenue, ",Seattle,WA,98122,47.61126858,-122.2914648,t
671,4370312,"37th Avenue, ",Seattle,WA,98122,47.61568371,-122.285174,t
672,4053972,"38th Avenue, ",Seattle,WA,98122,47.61593276,-122.2853141,t
673,6209191,"32nd Avenue, ",Seattle,WA,98122,47.61750858,-122.2920226,t
674,10123910,"40th Avenue, ",Seattle,WA,98122,47.61589742,-122.2820429,t
675,6412858,"29th Ave, ",Seattle,WA,98122,47.61519939,-122.2941785,f
676,3987838,"29th Ave., ",Seattle,WA,98122,47.60808439,-122.2943425,t
677,7027507,"32nd Avenue, ",Seattle,WA,98122,47.61625334,-122.2930666,t
678,6587443,"29th Avenue, ",Seattle,WA,98122,47.61512549,-122.2944282,t
679,10204689,"East Spring Street, ",Seattle,WA,98122,47.61171081,-122.287723,t
680,1029680,"34th Avenue, ",Seattle,WA,98122,47.61608833,-122.2885017,t
681,7208439,"40th Avenue, ",Seattle,WA,98122,47.61553436,-122.2830025,t
682,8327765,"37th Ave, ",Seattle,WA,98122,47.6105636,-122.2863438,f
683,3953611,"East Florence Court,",Seattle,WA,98112,47.61835336,-122.287456,t
684,2584354,"East Howell Street, ",Seattle,WA,98122,47.61648989,-122.2940182,t
685,4574700,"31st Avenue, ",Seattle,WA,98122,47.61217344,-122.2919284,t
686,5685646,"East Pine Street, ",Seattle,WA,98122,47.61556576,-122.2852787,t
687,977722,"21st Avenue Northeast,",Seattle,WA,98105,47.6651984,-122.305289,t
688,2931922,"Ravenna Avenue Northeast,",Seattle,WA,98105,47.66415028,-122.3039721,t
689,8253955,"Northeast 55th Street,",Seattle,WA,98105,47.66940738,-122.3083482,t
690,6426462,"Ravenna Avenue Northeast,",Seattle,WA,98105,47.66404593,-122.3035321,t
691,8154238,"Northeast 42nd Street,",Seattle,WA,98105,47.65732911,-122.3174674,t
692,5020861,"15th Avenue Northeast,",Seattle,WA,98105,47.66449697,-122.3127727,t
693,9611409,"North 39th Street, ",Seattle,WA,98103,47.659933,-122.3214421,t
694,9282348,"22nd Avenue Northeast,",Seattle,WA,98105,47.66215516,-122.3035447,t
695,8939306,"16th Ave NE,",Seattle,WA,98105,47.66422452,-122.309741,f
696,5423692,"Northeast 53rd Street,",Seattle,WA,98105,47.66778803,-122.3199847,t
697,9159975,"7th Avenue Northeast,",Seattle,WA,98105,47.65749175,-122.3198978,t
698,7561272,"11th Avenue Northeast,",Seattle,WA,98105,47.66664004,-122.3164824,t
699,7326419,"11th Avenue Northeast,",Seattle,WA,98105,47.66722261,-122.3167983,t
700,9373607,"7th Avenue Northeast,",Seattle,WA,98105,47.65889785,-122.3221733,t
701,6717555,"Apex Apartments, 4233 7th Avenue Northeast,",Seattle,WA,98105,47.65900535,-122.3217559,t
702,8939433,"16th Ave NE,",Seattle,WA,98105,47.66491325,-122.3097638,f
703,8939503,"16th Ave NE,",Seattle,WA,98105,47.66339352,-122.3114961,f
704,8742753,"16th Avenue Northeast,",Seattle,WA,98105,47.6613099,-122.3100722,f
705,8939687,"16th Ave NE,",Seattle,WA,98105,47.6645209,-122.3095983,f
706,3793406,"Northeast 61st Street, ",Seattle,WA,98115,47.67205628,-122.3177189,t
707,9134196,"12th Avenue Northeast,",Seattle,WA,98105,47.65737284,-122.3146063,t
708,6007267,"11th Avenue Northeast,",Seattle,WA,98105,47.66637834,-122.3168925,t
709,3422894,"12th Avenue Northeast,",Seattle,WA,98105,47.6589087,-122.3147936,t
710,3630581,"Brooklyn Avenue NE,",Seattle,WA,98105,47.66218141,-122.3133911,t
711,9394508,"11th Avenue Northeast,",Seattle,WA,98105,47.65732954,-122.3178094,t
712,7348578,"11th Avenue Northeast,",Seattle,WA,98105,47.66695593,-122.3155975,t
713,8869680,"University Way Northeast,",Seattle,WA,98105,47.65707082,-122.3142602,t
714,7678429,"9th Avenue Northeast,",Seattle,WA,98105,47.65634217,-122.3188398,t
715,2979387,"8th Avenue Northeast,",Seattle,WA,98105,47.66494949,-122.3211328,t
716,1531458,"22nd Avenue Northeast,",Seattle,WA,98105,47.66701648,-122.3044009,t
717,1549973,"11th Avenue NE,",Seattle,WA,98105,47.65917007,-122.3165354,t
718,1123977,"18th Avenue Northeast,",Seattle,WA,98105,47.66456191,-122.3083994,t
719,5719631,"11th ave NE,",Seattle,WA,98105,47.65892905,-122.3163078,t
720,9580209,"Ravenna Avenue Northeast,",Seattle,WA,98105,47.66314003,-122.30285,t
721,9364220,"12th Avenue Northeast,",Seattle,WA,98105,47.65760578,-122.3144447,t
722,9663221,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66239538,-122.3146298,t
723,9636952,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.6630712,-122.3130173,t
724,8594059,"12th Avenue Northeast,",Seattle,WA,98105,47.67056917,-122.3157949,t
725,6278756,"Roosevelt Way Northeast,",Seattle,WA,98105,47.65641449,-122.3172383,t
726,3679617,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66169364,-122.3129142,t
727,9416551,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66314544,-122.313413,t
728,8322107,",",Seattle,WA,98105,47.65730353,-122.3186601,t
729,9511676,"Pasadena Pl NE,",Seattle,WA,98105,47.65741764,-122.3206441,f
730,3158243,"Ravenna Avenue Northeast,",Seattle,WA,98105,47.6643652,-122.3032258,t
731,8327124,"NE 55th Street,",Seattle,WA,98105,47.66757538,-122.3187156,t
732,4311078,"18th Avenue NE and ME 55th St,",Seattle,WA,98105,47.66825152,-122.3094497,f
733,3329962,"11th Avenue Northeast,",Seattle,WA,98105,47.65962584,-122.3174207,t
734,3263071,"11th Avenue Northeast,",Seattle,WA,98105,47.65753036,-122.3178532,t
735,7302675,"Northeast 43rd Street,",Seattle,WA,98105,47.6593293,-122.3134565,t
736,6250399,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66145428,-122.3129249,t
737,7387294,"11th Avenue Northeast,",Seattle,WA,98105,47.66749233,-122.3152824,t
738,7363462,"11th Avenue Northeast,",Seattle,WA,98105,47.66667724,-122.3163437,t
739,6796336,"9th Avenue Northeast,",Seattle,WA,98105,47.66622474,-122.3176093,t
740,8156894,"Northeast 42nd Street,",Seattle,WA,98105,47.65865765,-122.3189667,t
741,1150519,"Northeast 61st Street, ",Seattle,WA,98115,47.6713697,-122.3157987,t
742,5969872,"Roosevelt Way Northeast,",Seattle,WA,98105,47.67140573,-122.3167847,t
743,9617068,"8th Avenue Northeast,",Seattle,WA,98105,47.66311747,-122.3188134,f
744,4438188,"9th Avenue Northeast,",Seattle,WA,98105,47.66818255,-122.3173717,t
745,1521633,"11th Avenue Northeast,",Seattle,WA,98105,47.65712478,-122.3178221,t
746,6623079,"Northeast 42nd Street,",Seattle,WA,98105,47.65700652,-122.3196197,t
747,7561254,"11th Avenue Northeast,",Seattle,WA,98105,47.66709569,-122.3168086,t
748,3494608,"7th Avenue Northeast,",Seattle,WA,98105,47.66580428,-122.3208876,t
749,3085726,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66250162,-122.3134163,t
750,2256124,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.6669145,-122.3142734,t
751,7071021,"Brooklyn Ave NE,",Seattle,WA,98105,47.66125018,-122.3143933,t
752,9465815,"24th Avenue Northeast,",Seattle,WA,98105,47.66581866,-122.3031713,t
753,6938103,"Northeast 53rd Street,",Seattle,WA,98105,47.66765063,-122.3194801,t
754,6913414,"12th Avenue Northeast,",Seattle,WA,98105,47.67119879,-122.3150932,t
755,3706719,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66132295,-122.3149835,t
756,8174626,"19th Avenue Northeast,",Seattle,WA,98105,47.66443671,-122.3067381,t
757,1571230,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66116769,-122.3146512,t
758,4270642,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66101092,-122.3137344,t
759,5407311,"Ravenna Avenue Northeast,",Seattle,WA,98105,47.6626723,-122.3043698,t
760,9976135,"7th Avenue Northeast,",Seattle,WA,98105,47.65895309,-122.3219786,t
761,9558353,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66148495,-122.3156934,t
762,7247767,"Brooklyn Ave NE,",Seattle,WA,98105,47.66852258,-122.315454,f
763,7035077,"NE 55th St,",Seattle,WA,98105,47.66948569,-122.3145501,f
764,7353834,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66129401,-122.313182,t
765,9319891,"Ravenna Avenue Northeast,",Seattle,WA,98105,47.66317893,-122.3039904,t
766,6575407,"8th Avenue Northeast,",Seattle,WA,98105,47.66404703,-122.3182195,t
767,7550234,"11th Avenue Northeast,",Seattle,WA,98105,47.66871493,-122.3163162,t
768,8939736,"16th Ave NE,",Seattle,WA,98105,47.66312229,-122.3098396,f
769,7247720,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66833788,-122.315186,t
770,1786923,"11th Avenue Northeast,",Seattle,WA,98105,47.65836316,-122.3180063,t
771,7649837,"8th Avenue Northeast,",Seattle,WA,98105,47.66109671,-122.318774,t
772,3610724,"Ravenna Avenue Northeast,",Seattle,WA,98105,47.66442357,-122.3032119,t
773,7988337,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66044158,-122.3137683,t
774,1773803,"University Way Northeast,",Seattle,WA,98105,47.65877003,-122.3136904,t
775,7536074,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.65825774,-122.313566,t
776,3770248,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66154612,-122.3147937,t
777,9097754,"18th Avenue Northeast,",Seattle,WA,98105,47.66856587,-122.307462,t
778,3291295,"9th Avenue Northeast,",Seattle,WA,98105,47.65883581,-122.3181496,t
779,8171726,"12th Avenue Northeast,",Seattle,WA,98105,47.65721706,-122.3142329,t
780,10031055,"11th Ave NE,",Seattle,WA,98105,47.6669221,-122.3172019,f
781,8939595,"16th Ave NE,",Seattle,WA,98105,47.66299472,-122.3102215,f
782,8155580,"Northeast 42nd Street,",Seattle,WA,98105,47.65824886,-122.3176389,t
783,6705584,"11th Avenue Northeast,",Seattle,WA,98105,47.65856121,-122.3160866,t
784,1417880,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66147374,-122.3135628,t
785,7245692,"11th Ave NE,",Seattle,WA,98105,47.66765748,-122.3178072,f
786,7153101,"7th Avenue Northeast,",Seattle,WA,98105,47.65665819,-122.3203138,t
787,9014572,"16th Avenue Northeast,",Seattle,WA,98105,47.66270103,-122.3097321,f
788,585418,"Ravenna Avenue Northeast,",Seattle,WA,98105,47.66448575,-122.3046706,t
789,4484426,"Ravenna Avenue NE,",Seattle,WA,98105,47.6623606,-122.302424,t
790,3291777,"11th Avenue Northeast,",Seattle,WA,98105,47.65863155,-122.3177664,t
791,3096191,"Ravenna Avenue Northeast,",Seattle,WA,98105,47.66321788,-122.3043709,t
792,9865846,"Roosevelt Way Northeast,",Seattle,WA,98105,47.66713218,-122.3164489,f
793,6249536,"Brooklyn Avenue Northeast,",Seattle,WA,98105,47.66313458,-122.3145582,t
794,5744931,"19th Avenue Northeast,",Seattle,WA,98105,47.66396766,-122.3065185,t
795,8156764,"Northeast 42nd Street,",Seattle,WA,98105,47.65731409,-122.31976,t
796,3303857,"11th Avenue Northeast,",Seattle,WA,98105,47.65860891,-122.317713,t
797,8155710,"Northeast 42nd Street,",Seattle,WA,98105,47.65688213,-122.318273,t
798,3843706,"Northeast 61st Street, ",Seattle,WA,98115,47.67160466,-122.3157654,t
799,8156860,"Northeast 42nd Street,",Seattle,WA,98105,47.65697102,-122.3189181,t
800,9316399,"15th Avenue Northeast,",Seattle,WA,98105,47.66391817,-122.3113423,t
801,293890,"11th Ave NE,",Seattle,WA,98105,47.66902314,-122.3158825,t
802,7915432,"16th Avenue Northeast,",Seattle,WA,98105,47.66353217,-122.3114915,t
803,7501583,"Northeast 56th Street,",Seattle,WA,98105,47.66881617,-122.3184417,t
804,10126050,"12th Avenue Northeast,",Seattle,WA,98105,47.65741412,-122.3158241,t
805,7807658,"Northeast 43rd Street,",Seattle,WA,98105,47.6604882,-122.3148349,t
806,1589461,"11th Avenue Northeast,",Seattle,WA,98105,47.65697036,-122.3157798,t
807,9303530,"11th Avenue Northeast,",Seattle,WA,98105,47.65747556,-122.3175427,t
808,7809718,"11th Avenue Northeast,",Seattle,WA,98105,47.67042422,-122.3152792,t
809,140331,"33rd Ave E,",Seattle,WA,98112,47.61893903,-122.2921234,t
810,9462315,"31st Avenue East,",Seattle,WA,98112,47.62371457,-122.2912274,t
811,565703,"East Thomas Street,",Seattle,WA,98112,47.6201619,-122.2958143,t
812,1147349,"30th Avenue East,",Seattle,WA,98112,47.62459342,-122.2945468,t
813,7262358,"McGilvra Boulevard East,",Seattle,WA,98112,47.63051112,-122.2817713,t
814,723723,"E Denny Way,",Seattle,WA,98112,47.61966237,-122.2895565,t
815,4757025,"32nd Avenue East,",Seattle,WA,98112,47.62543446,-122.2904389,t
816,3334052,"East Thomas Street,",Seattle,WA,98112,47.6203323,-122.2955346,t
817,7036707,"Martin Luther King Junior Way East,",Seattle,WA,98112,47.62302601,-122.2952981,t
818,5272327,"29th Ave E,",Seattle,WA,98112,47.62250279,-122.2956157,t
819,3921664,"31st Avenue East,",Seattle,WA,98112,47.6241695,-122.2930447,t
820,9974658,"East Denny Way, ",Seattle,WA,98122,47.6193169,-122.2873737,t
821,2727984,"East Florence Court,",Seattle,WA,98112,47.61839318,-122.2867806,t
822,794633,"30th Avenue East,",Seattle,WA,98112,47.62536071,-122.2915178,t
823,3959442,"15th Avenue, ",Seattle,WA,98122,47.60950173,-122.3117716,t
824,6761267,"East Jefferson Street, ",Seattle,WA,98122,47.60676849,-122.3134377,t
825,6824408,"21st Avenue, ",Seattle,WA,98122,47.60510734,-122.3037078,t
826,2526129,"21st Avenue, ",Seattle,WA,98122,47.6119061,-122.3033487,t
827,7859906,"c 13th Ave, ",Seattle,WA,98122,47.61136902,-122.3145287,t
828,9636248,"East Union Street, ",Seattle,WA,98122,47.61351809,-122.3116054,t
829,4623541,"East Union Street, ",Seattle,WA,98122,47.61109191,-122.3066484,t
830,1970725,"East Pine Street, ",Seattle,WA,98122,47.61562815,-122.3078369,t
831,4418480,"East Union Street, ",Seattle,WA,98122,47.6125167,-122.3143453,t
832,911001,"18th Avenue, ",Seattle,WA,98122,47.61397307,-122.3078883,t
833,6670332,"East Marion Street, ",Seattle,WA,98122,47.60844249,-122.310376,t
834,1249060,"16th Avenue, ",Seattle,WA,98122,47.60518579,-122.3123022,t
835,1566487,"22nd Avenue South,",Seattle,WA,98144,47.60308859,-122.305234,t
836,9711153,"18th Avenue, ",Seattle,WA,98122,47.6124754,-122.308582,f
837,444221,"E Jefferson St, ",Seattle,WA,98122,47.60552279,-122.3075301,t
838,1018204,"East Jefferson Street, ",Seattle,WA,98122,47.60562332,-122.3089055,t
839,4856986,"East Terrace Street, ",Seattle,WA,98122,47.60581271,-122.3040398,t
840,2130652,"21st Avenue, ",Seattle,WA,98122,47.60998161,-122.3046398,t
841,5524530,"19th Avenue, ",Seattle,WA,98122,47.60679614,-122.3090857,t
842,9216874,"19th Avenue, ",Seattle,WA,98122,47.60230965,-122.3057982,t
843,7971395,"East Spruce Street, ",Seattle,WA,98122,47.60489137,-122.3067103,t
844,2593263,"15th Avenue, ",Seattle,WA,98122,47.61066814,-122.3125534,t
845,443580,"E Jefferson St, ",Seattle,WA,98122,47.60663951,-122.3081398,t
846,1614502,"20th Avenue, ",Seattle,WA,98122,47.61025306,-122.3050493,t
847,4477426,"18th Avenue, ",Seattle,WA,98122,47.60315576,-122.3098553,t
848,7648716,"East Terrace Street, ",Seattle,WA,98122,47.60440567,-122.3054291,t
849,9696912,"15th Avenue, ",Seattle,WA,98122,47.61067856,-122.3126715,t
850,3585592,"East Madison Street, ",Seattle,WA,98122,47.61577894,-122.3068259,t
851,3757858,"East Marion Street, ",Seattle,WA,98122,47.60977692,-122.3130001,t
852,7219838,"East Jefferson Street, ",Seattle,WA,98122,47.60614936,-122.3038575,t
853,6022715,"19th Avenue, ",Seattle,WA,98122,47.60661261,-122.3066379,t
854,7685745,"20th Avenue, ",Seattle,WA,98122,47.60591073,-122.305446,t
855,4565370,"East Fir Street, ",Seattle,WA,98122,47.60338844,-122.307437,t
856,4783817,"18th Avenue, ",Seattle,WA,98122,47.61173102,-122.3082675,t
857,2593176,"15th Avenue, ",Seattle,WA,98122,47.61111051,-122.3119619,t
858,3143227,"15th Avenue, ",Seattle,WA,98122,47.61107513,-122.3136267,t
859,1214306,"18th Avenue, ",Seattle,WA,98122,47.61600214,-122.3080604,t
860,9448215,"14th Ave, 
",Seattle,WA,"99
98122",47.61107854,-122.3128201,f
861,9369481,"14th Ave, ",Seattle,WA,98122,47.61017418,-122.3127992,f
862,3533224,"16th Avenue, ",Seattle,WA,98122,47.60590764,-122.3139468,t
863,443736,"E Jefferson St, ",Seattle,WA,98122,47.60587457,-122.3079307,t
864,6675927,"23rd Avenue, ",Seattle,WA,98122,47.61687399,-122.3032697,t
865,1772119,"19th Avenue, ",Seattle,WA,98122,47.60620715,-122.3068346,t
866,7808495,"East Marion Street, ",Seattle,WA,98122,47.6097965,-122.3153297,t
867,4539948,"15th Avenue, ",Seattle,WA,98122,47.61040169,-122.313874,t
868,7768727,"13th Avenue, ",Seattle,WA,98122,47.60994589,-122.3156373,t
869,769213,"15th Ave, ",Seattle,WA,98122,47.60956186,-122.3150989,t
870,5328449,"East Union Street, ",Seattle,WA,98122,47.6115353,-122.3143253,t
871,1763809,"15th Avenue, ",Seattle,WA,98122,47.61065564,-122.3140728,t
872,1499596,"19th Avenue, ",Seattle,WA,98122,47.6029395,-122.3084089,t
873,4737727,"22nd Avenue, ",Seattle,WA,98122,47.61002734,-122.3043664,t
874,8242212,"East Alder Street, ",Seattle,WA,98122,47.60332553,-122.3138647,f
875,8186781,"13th Avenue, ",Seattle,WA,98122,47.61035829,-122.3140323,t
876,7229015,"23rd Avenue, ",Seattle,WA,98122,47.60415027,-122.3032345,t
877,5814207,"14th Avenue, ",Seattle,WA,98122,47.60213708,-122.3141425,t
878,2274086,"East Spring Street, ",Seattle,WA,98122,47.61241593,-122.314504,t
879,4387985,"East Marion Street, ",Seattle,WA,98122,47.61122138,-122.3069443,t
880,9909445,"East Barclay Court, ",Seattle,WA,98122,47.60767917,-122.3157153,t
881,7664899,"E Alder St, ",Seattle,WA,98122,47.60547479,-122.3094775,f
882,4773614,"East Union Street, ",Seattle,WA,98122,47.61350092,-122.312752,t
883,3946674,"East Fir Street, ",Seattle,WA,98122,47.60192242,-122.3079787,t
884,8616488,"East Pine Street, ",Seattle,WA,98122,47.61327641,-122.3149974,f
885,7518316,"E Columbia St, ",Seattle,WA,98122,47.60910412,-122.31115,f
886,5259194,"13th Avenue, ",Seattle,WA,98122,47.61180057,-122.3141614,t
887,9256702,"16th Avenue, ",Seattle,WA,98122,47.60941768,-122.3121007,t
888,9240289,"22nd Avenue, ",Seattle,WA,98122,47.61561719,-122.3043458,t
889,2032805,"19th Avenue, ",Seattle,WA,98122,47.60794615,-122.3075402,t
890,3751503,"East Marion Street, ",Seattle,WA,98122,47.61008938,-122.3136806,t
891,7581974,"East Terrace Street, ",Seattle,WA,98122,47.60409559,-122.3054089,t
892,6558980,"13th Ave & Marion St, ",Seattle,WA,98122,47.61108859,-122.3158229,f
893,2399736,"21st Avenue, ",Seattle,WA,98122,47.61057511,-122.3044013,t
894,8674765,"18th Avenue, ",Seattle,WA,98122,47.6137239,-122.3091643,f
895,6004165,"22nd Avenue, ",Seattle,WA,98122,47.6100663,-122.3048812,t
896,1826155,"19th Avenue, ",Seattle,WA,98122,47.6064609,-122.3074784,t
897,4857192,"East Terrace Street, ",Seattle,WA,98122,47.60632184,-122.3055772,t
898,7748905,"East Jefferson Street, ",Seattle,WA,98122,47.60550178,-122.3038369,t
899,973859,"21st Avenue, ",Seattle,WA,98122,47.60767478,-122.3056185,t
900,6716380,"21st Avenue, ",Seattle,WA,98122,47.61369416,-122.3073254,t
901,7953211,"20th Avenue, ",Seattle,WA,98122,47.60751122,-122.3075847,t
902,5241773,"13th Avenue, ",Seattle,WA,98122,47.61243073,-122.3158974,t
903,3144597,"24th Avenue, ",Seattle,WA,98122,47.61722524,-122.3026362,t
904,7698916,"East Union Street, ",Seattle,WA,98122,47.61350303,-122.3108026,t
905,7305969,"A 19th Ave, ",Seattle,WA,98122,47.61587834,-122.307739,t
906,5069495,"East Yesler Way, ",Seattle,WA,98122,47.60254407,-122.3098644,f
907,1817878,"18th Avenue, ",Seattle,WA,98122,47.60260013,-122.3095147,t
908,4430381,"16th Avenue, ",Seattle,WA,98122,47.6107524,-122.312152,t
909,6528192,"22nd Avenue, ",Seattle,WA,98122,47.61396248,-122.3041849,t
910,3177005,"East Union Street, ",Seattle,WA,98122,47.61245587,-122.3148894,t
911,4430233,"16th Avenue, ",Seattle,WA,98122,47.61093716,-122.3107331,t
912,670009,"18th Ave, ",Seattle,WA,98122,47.61240201,-122.3112072,f
913,4577542,"14th Avenue, ",Seattle,WA,98122,47.61092049,-122.3134896,t
914,6764646,"17th Ave, ",Seattle,WA,98122,47.60820377,-122.309995,f
915,4256705,"East Madison Street, ",Seattle,WA,98122,47.61497797,-122.3092361,t
916,8812578,"East Alder Street, ",Seattle,WA,98122,47.60373015,-122.3131471,t
917,341454,"16th Ave, ",Seattle,WA,98122,47.61037712,-122.3115658,t
918,8195629,"18th Avenue, ",Seattle,WA,98122,47.61280971,-122.3093698,t
919,2577625,"17th Avenue, ",Seattle,WA,98122,47.61006942,-122.3077298,t
920,555858,"18th Ave, ",Seattle,WA,98122,47.61014851,-122.3092557,f
921,4814811,"16th Avenue, ",Seattle,WA,98122,47.61046729,-122.3110913,t
922,9484823,"14th Ave, ",Seattle,WA,98122,47.61161948,-122.3142567,f
923,660603,"18th Ave, ",Seattle,WA,98122,47.614168,-122.3074669,t
924,3940265,"18th Avenue, ",Seattle,WA,98122,47.61422859,-122.3083819,t
925,7500976,"19th Avenue, ",Seattle,WA,98122,47.60725053,-122.3081946,t
926,9516608,"22nd Avenue, ",Seattle,WA,98122,47.61197874,-122.3036215,t
927,9712716,"15th Avenue, ",Seattle,WA,98122,47.61056399,-122.3129119,t
928,5813657,"East Spruce Street, ",Seattle,WA,98122,47.60419373,-122.3099201,t
929,8884826,"19th Avenue, ",Seattle,WA,98122,47.60262175,-122.3085165,f
930,1978743,"19th Avenue, ",Seattle,WA,98122,47.60761884,-122.3083246,t
931,6091789,"16th Avenue, ",Seattle,WA,98122,47.60848068,-122.3106915,t
932,6165353,"16th Avenue, ",Seattle,WA,98122,47.60951889,-122.3127036,t
933,1244053,"East Marion Street, ",Seattle,WA,98122,47.60712102,-122.3104627,t
934,8508223,"23rd Avenue, ",Seattle,WA,98122,47.61704032,-122.3028063,t
935,6991188,"East Marion Street, ",Seattle,WA,98122,47.61089433,-122.3044801,t
936,7344117,"East Yesler Way, ",Seattle,WA,98122,47.60230148,-122.3071731,t
937,9506766,"19th Avenue, ",Seattle,WA,98122,47.60613645,-122.3090328,t
938,6451305,"E Marion St, ",Seattle,WA,98122,47.60959625,-122.3164374,f
939,7531405,"East Fir Street, ",Seattle,WA,98122,47.60294718,-122.3132107,t
940,9612147,"East Fir Street, ",Seattle,WA,98122,47.60216456,-122.3118822,t
941,666897,"18th Ave, ",Seattle,WA,98122,47.61137404,-122.3074812,f
942,4061051,"18th Avenue, ",Seattle,WA,98122,47.61148293,-122.3097651,t
943,3394338,"East Marion Street, ",Seattle,WA,98122,47.61621959,-122.307324,t
944,4238106,"17th Avenue, ",Seattle,WA,98122,47.60927076,-122.3111256,t
945,7350059,"19th Avenue, ",Seattle,WA,98122,47.61155082,-122.3068164,t
946,5262750,"21st Avenue, ",Seattle,WA,98122,47.61210627,-122.3041249,t
947,2802844,"19th Avenue, ",Seattle,WA,98122,47.60187188,-122.307129,t
948,3123632,"15th Avenue, ",Seattle,WA,98122,47.61360689,-122.3124325,t
949,3024336,"13th Avenue, ",Seattle,WA,98122,47.61237958,-122.3137424,t
950,8652185,"20th Avenue, ",Seattle,WA,98122,47.60702962,-122.3069496,t
951,10192213,"East Barclay Court, ",Seattle,WA,98122,47.60663359,-122.3160647,t
952,3970736,"20th Avenue, ",Seattle,WA,98122,47.61441923,-122.3067207,t
